ColonyID,InocDate,Round,Pollen,Infection,SampleWeek,BeeID,Crithidia,WingSize,Dissect Date,Notes
2c,07/06/17,1A,S,I,7,1274,60,2.773,17-Aug,
2c,07/06/17,1A,S,I,7,1275,10,2.627,17-Aug,
2c,07/06/17,1A,S,I,7,1276,1,2.295,17-Aug,
2c,07/06/17,1A,S,I,7,1277,0,2.407,17-Aug,
2c,07/06/17,1A,S,I,7,1278,1,2.456,17-Aug,
2c,07/06/17,1A,S,I,7,1279,11,2.433,17-Aug,
2c,07/06/17,1A,S,I,7,1280,68,2.682,17-Aug,
2c,07/06/17,1A,S,I,7,1281,362,2.521,17-Aug,
2c,07/06/17,1A,S,I,7,1282,31,2.589,17-Aug,
8c,07/06/17,1A,S,I,7,1283,4,2.168,17-Aug,
8c,07/06/17,1A,S,I,7,1284,7,2.635,17-Aug,
8c,07/06/17,1A,S,I,7,1285,0,1.908,17-Aug,
8c,07/06/17,1A,S,I,7,1286,11,2.198,17-Aug,
8c,07/06/17,1A,S,I,7,1287,1,2.289,17-Aug,
8c,07/06/17,1A,S,I,7,1288,13,2.318,17-Aug,
8c,07/06/17,1A,S,I,7,1289,0,2.322,17-Aug,
8c,07/06/17,1A,S,I,7,1290,1,2.843,17-Aug,
8c,07/06/17,1A,S,I,7,1291,24,2.352,17-Aug,
8c,07/06/17,1A,S,I,7,1292,35,2.694,17-Aug,
6c,07/07/17,1B,S,I,7,1343,39,2.44,18-Aug,
6c,07/07/17,1B,S,I,7,1344,30,2.082,18-Aug,
6c,07/07/17,1B,S,I,7,1345,127,2.295,18-Aug,
14c,07/07/17,1B,W,I,7,1346,74,2.643,18-Aug,
14c,07/07/17,1B,W,I,7,1347,99,2.27,18-Aug,
14c,07/07/17,1B,W,I,7,1348,0,2.522,18-Aug,
14c,07/07/17,1B,W,I,7,1349,32,2.387,18-Aug,
14c,07/07/17,1B,W,I,7,1350,80,2.122,18-Aug,
14c,07/07/17,1B,W,I,7,1351,18,2.26,18-Aug,
14c,07/07/17,1B,W,I,7,1352,84,2.848,18-Aug,
14c,07/07/17,1B,W,I,7,1353,40,2.032,18-Aug,
14c,07/07/17,1B,W,I,7,1354,22,2.413,18-Aug,
9c,07/07/17,1B,W,I,7,1355,34,2.298,18-Aug,
9c,07/07/17,1B,W,I,7,1356,11,2.834,18-Aug,
9c,07/07/17,1B,W,I,7,1357,12,2.828,18-Aug,
9c,07/07/17,1B,W,I,7,1358,50,2.885,18-Aug,
9c,07/07/17,1B,W,I,7,1359,15,2.598,18-Aug,
9c,07/07/17,1B,W,I,7,1360,65,2.834,18-Aug,
9c,07/07/17,1B,W,I,7,1361,32,2.66,18-Aug,
9c,07/07/17,1B,W,I,7,1362,43,2.674,18-Aug,
9c,07/07/17,1B,W,I,7,1363,60,2.823,18-Aug,
9c,07/07/17,1B,W,I,7,1364,20,2.735,18-Aug,
1c,07/07/17,1B,S,I,7,1365,25,2.478,18-Aug,
1c,07/07/17,1B,S,I,7,1366,5,2.373,18-Aug,
1c,07/07/17,1B,S,I,7,1367,7,2.391,18-Aug,
1c,07/07/17,1B,S,I,7,1368,21,2.339,18-Aug,
1c,07/07/17,1B,S,I,7,1369,0,2.566,18-Aug,
1c,07/07/17,1B,S,I,7,1370,2,2.221,18-Aug,
1c,07/07/17,1B,S,I,7,1371,0,2.112,18-Aug,
1c,07/07/17,1B,S,I,7,1372,36,2.508,18-Aug,
1c,07/07/17,1B,S,I,7,1373,24,2.149,18-Aug,
1c,07/07/17,1B,S,I,7,1374,30,2.633,18-Aug,
18c,07/07/17,1B,W,I,7,1375,98,2.03,18-Aug,
18c,07/07/17,1B,W,I,7,1376,118,2.301,18-Aug,
18c,07/07/17,1B,W,I,7,1377,20,2.706,18-Aug,
18c,07/07/17,1B,W,I,7,1378,1,2.446,18-Aug,
18c,07/07/17,1B,W,I,7,1379,83,2.576,18-Aug,
18c,07/07/17,1B,W,I,7,1380,38,2.236,18-Aug,
18c,07/07/17,1B,W,I,7,1381,0,2.661,18-Aug,
18c,07/07/17,1B,W,I,7,1382,26,2.735,18-Aug,
18c,07/07/17,1B,W,I,7,1383,34,2.813,18-Aug,
18c,07/07/17,1B,W,I,7,1384,0,2.617,18-Aug,
42c,07/18/17,2A,S,I,6,1430,100,2.526,22-Aug,
42c,07/18/17,2A,S,I,6,1431,37,2.265,22-Aug,
42c,07/18/17,2A,S,I,6,1432,1,2.36,22-Aug,
42c,07/18/17,2A,S,I,6,1433,28,2.543,22-Aug,
42c,07/18/17,2A,S,I,6,1434,6,2.573,22-Aug,
42c,07/18/17,2A,S,I,6,1435,3,2.245,22-Aug,
42c,07/18/17,2A,S,I,6,1436,7,2.256,22-Aug,
42c,07/18/17,2A,S,I,6,1437,2,3.128,22-Aug,
42c,07/18/17,2A,S,I,6,1438,24,2.714,22-Aug,
42c,07/18/17,2A,S,I,6,1439,1,2.005,22-Aug,
43c,07/18/17,2A,W,I,6,1440,5,2.76,22-Aug,
43c,07/18/17,2A,W,I,6,1441,92,2.435,22-Aug,
43c,07/18/17,2A,W,I,6,1442,31,2.714,22-Aug,
43c,07/18/17,2A,W,I,6,1443,26,2.736,22-Aug,
43c,07/18/17,2A,W,I,6,1444,5,2.419,22-Aug,
43c,07/18/17,2A,W,I,6,1445,1,2.834,22-Aug,
43c,07/18/17,2A,W,I,6,1446,21,2.636,22-Aug,
43c,07/18/17,2A,W,I,6,1447,27,2.786,22-Aug,
43c,07/18/17,2A,W,I,6,1448,5,2.748,22-Aug,
43c,07/18/17,2A,W,I,6,1449,5,2.656,22-Aug,
30c,07/18/17,2A,S,I,6,1450,26,2.676,22-Aug,
30c,07/18/17,2A,S,I,6,1451,176,2.555,22-Aug,
30c,07/18/17,2A,S,I,6,1452,21,2.465,22-Aug,
30c,07/18/17,2A,S,I,6,1453,62,2.256,22-Aug,
30c,07/18/17,2A,S,I,6,1454,15,2.561,22-Aug,
30c,07/18/17,2A,S,I,6,1455,55,2.277,22-Aug,
30c,07/18/17,2A,S,I,6,1456,43,2.582,22-Aug,
30c,07/18/17,2A,S,I,6,1457,32,2.669,22-Aug,
30c,07/18/17,2A,S,I,6,1458,37,2.674,22-Aug,
30c,07/18/17,2A,S,I,6,1459,13,2.399,22-Aug,
32c,07/18/17,2A,S,I,6,1460,0,2.527,22-Aug,
32c,07/18/17,2A,S,I,6,1461,126,2.331,22-Aug,
32c,07/18/17,2A,S,I,6,1462,0,2.257,22-Aug,
32c,07/18/17,2A,S,I,6,1463,0,2.647,22-Aug,
32c,07/18/17,2A,S,I,6,1464,0,2.549,22-Aug,
32c,07/18/17,2A,S,I,6,1465,2,2.565,22-Aug,
32c,07/18/17,2A,S,I,6,1466,62,2.142,22-Aug,
32c,07/18/17,2A,S,I,6,1467,6,2.139,22-Aug,
32c,07/18/17,2A,S,I,6,1468,0,2.377,22-Aug,
32c,07/18/17,2A,S,I,6,1469,0,2.642,22-Aug,
28c,07/18/17,2A,W,I,6,1470,40,2.424,22-Aug,
28c,07/18/17,2A,W,I,6,1471,25,2.353,22-Aug,
28c,07/18/17,2A,W,I,6,1472,1,2.325,22-Aug,
28c,07/18/17,2A,W,I,6,1473,6,2.402,22-Aug,
28c,07/18/17,2A,W,I,6,1474,4,2.496,22-Aug,
28c,07/18/17,2A,W,I,6,1475,5,2.608,22-Aug,
28c,07/18/17,2A,W,I,6,1476,42,2.771,22-Aug,
28c,07/18/17,2A,W,I,6,1477,18,2.033,22-Aug,
28c,07/18/17,2A,W,I,6,1478,1,2.142,22-Aug,OUTSIDE GRID
28c,07/18/17,2A,W,I,6,1479,13,2.003,22-Aug,
40c,07/19/17,2B,W,I,6,1530,217,2.687,23-Aug,
40c,07/19/17,2B,W,I,6,1531,86,2.517,23-Aug,
40c,07/19/17,2B,W,I,6,1532,0,2.864,23-Aug,CALLOW
40c,07/19/17,2B,W,I,6,1533,63,2.541,23-Aug,
40c,07/19/17,2B,W,I,6,1534,164,2.781,23-Aug,
40c,07/19/17,2B,W,I,6,1535,153,2.884,23-Aug,
40c,07/19/17,2B,W,I,6,1536,65,2.933,23-Aug,
45c,07/19/17,2B,S,I,6,1537,1,2.49,23-Aug,
45c,07/19/17,2B,S,I,6,1538,15,2.73,23-Aug,
45c,07/19/17,2B,S,I,6,1539,30,2.498,23-Aug,
45c,07/19/17,2B,S,I,6,1540,1,2.406,23-Aug,
45c,07/19/17,2B,S,I,6,1541,0,2.256,23-Aug,
45c,07/19/17,2B,S,I,6,1542,1,2.618,23-Aug,
45c,07/19/17,2B,S,I,6,1543,1,2.426,23-Aug,
45c,07/19/17,2B,S,I,6,1544,9,2.718,23-Aug,
45c,07/19/17,2B,S,I,6,1545,29,2.464,23-Aug,
33c,07/19/17,2B,W,I,6,1546,26,2.193,23-Aug,
33c,07/19/17,2B,W,I,6,1547,93,2.707,23-Aug,
33c,07/19/17,2B,W,I,6,1548,73,2.363,23-Aug,
33c,07/19/17,2B,W,I,6,1549,60,2.607,23-Aug,
33c,07/19/17,2B,W,I,6,1550,8,2.772,23-Aug,
33c,07/19/17,2B,W,I,6,1551,152,2.422,23-Aug,
33c,07/19/17,2B,W,I,6,1552,189,2.976,23-Aug,
33c,07/19/17,2B,W,I,6,1553,7,2.792,23-Aug,
33c,07/19/17,2B,W,I,6,1554,72,3.181,23-Aug,
33c,07/19/17,2B,W,I,6,1555,49,2.431,23-Aug,
29c,07/19/17,2B,W,I,6,1556,0,2.271,23-Aug,
29c,07/19/17,2B,W,I,6,1557,32,2.201,23-Aug,
29c,07/19/17,2B,W,I,6,1558,28,2.404,23-Aug,
29c,07/19/17,2B,W,I,6,1559,23,2.394,23-Aug,
29c,07/19/17,2B,W,I,6,1560,46,2.489,23-Aug,
29c,07/19/17,2B,W,I,6,1561,1,2.358,23-Aug,CALLOW
29c,07/19/17,2B,W,I,6,1562,35,2.411,23-Aug,
29c,07/19/17,2B,W,I,6,1563,22,2.762,23-Aug,
29c,07/19/17,2B,W,I,6,1564,24,2.594,23-Aug,
29c,07/19/17,2B,W,I,6,1565,0,2.586,23-Aug,
47c,07/19/17,2B,W,I,6,1566,70,2.732,23-Aug,
47c,07/19/17,2B,W,I,6,1567,16,1.962,23-Aug,
47c,07/19/17,2B,W,I,6,1568,6,2.339,23-Aug,
47c,07/19/17,2B,W,I,6,1569,0,2.174,23-Aug,
47c,07/19/17,2B,W,I,6,1570,59,2.449,23-Aug,
47c,07/19/17,2B,W,I,6,1571,177,2.596,23-Aug,
47c,07/19/17,2B,W,I,6,1572,50,2.937,23-Aug,
47c,07/19/17,2B,W,I,6,1573,4,2.401,23-Aug,
47c,07/19/17,2B,W,I,6,1574,0,2.254,23-Aug,
21c,07/06/17,1A,W,I,8,1622,0,2.575,24-Aug,
21c,07/06/17,1A,W,I,8,1623,0,2.579,24-Aug,
21c,07/06/17,1A,W,I,8,1624,21,2.236,24-Aug,
21c,07/06/17,1A,W,I,8,1625,0,2.694,24-Aug,
21c,07/06/17,1A,W,I,8,1626,1,2.721,24-Aug,
21c,07/06/17,1A,W,I,8,1627,4,2.499,24-Aug,
21c,07/06/17,1A,W,I,8,1628,0,2.676,24-Aug,
21c,07/06/17,1A,W,I,8,1629,49,2.713,24-Aug,
21c,07/06/17,1A,W,I,8,1630,0,2.456,24-Aug,
21c,07/06/17,1A,W,I,8,1631,0,2.754,24-Aug,
16c,07/06/17,1A,W,I,8,1632,62,2.98,24-Aug,
16c,07/06/17,1A,W,I,8,1633,21,2.607,24-Aug,
16c,07/06/17,1A,W,I,8,1634,40,2.809,24-Aug,
16c,07/06/17,1A,W,I,8,1635,47,2.796,24-Aug,
16c,07/06/17,1A,W,I,8,1636,105,2.55,24-Aug,
16c,07/06/17,1A,W,I,8,1637,27,2.48,24-Aug,
16c,07/06/17,1A,W,I,8,1638,139,2.909,24-Aug,
16c,07/06/17,1A,W,I,8,1639,2,2.406,24-Aug,
16c,07/06/17,1A,W,I,8,1640,75,2.147,24-Aug,
16c,07/06/17,1A,W,I,8,1641,38,2.538,24-Aug,
2c,07/06/17,1A,S,I,8,1642,1,2.755,24-Aug,
2c,07/06/17,1A,S,I,8,1643,28,2.438,24-Aug,
2c,07/06/17,1A,S,I,8,1644,45,1.967,24-Aug,
2c,07/06/17,1A,S,I,8,1645,24,2.115,24-Aug,
2c,07/06/17,1A,S,I,8,1646,32,2.434,24-Aug,
2c,07/06/17,1A,S,I,8,1647,21,2.731,24-Aug,
8c,07/06/17,1A,S,I,8,1648,17,2.099,24-Aug,
8c,07/06/17,1A,S,I,8,1649,34,2.499,24-Aug,
8c,07/06/17,1A,S,I,8,1650,14,2.285,24-Aug,
8c,07/06/17,1A,S,I,8,1651,24,2.654,24-Aug,
8c,07/06/17,1A,S,I,8,1652,5,2.223,24-Aug,
8c,07/06/17,1A,S,I,8,1653,22,2.021,24-Aug,
8c,07/06/17,1A,S,I,8,1654,25,1.96,24-Aug,
8c,07/06/17,1A,S,I,8,1655,19,2.566,24-Aug,
8c,07/06/17,1A,S,I,8,1656,5,1.9,24-Aug,
8c,07/06/17,1A,S,I,8,1657,5,2.518,24-Aug,
25c,07/06/17,1A,S,I,8,1658,0,2.861,24-Aug,
25c,07/06/17,1A,S,I,8,1659,0,2.403,24-Aug,
25c,07/06/17,1A,S,I,8,1660,64,2.584,24-Aug,
25c,07/06/17,1A,S,I,8,1661,4,2.804,24-Aug,
25c,07/06/17,1A,S,I,8,1662,0,2.699,24-Aug,
25c,07/06/17,1A,S,I,8,1663,1,2.353,24-Aug,
25c,07/06/17,1A,S,I,8,1664,5,2.545,24-Aug,
25c,07/06/17,1A,S,I,8,1665,30,2.304,24-Aug,
6c,07/07/17,1B,S,I,8,1716,41,2.653,25-Aug,
6c,07/07/17,1B,S,I,8,1717,24,2.484,25-Aug,
6c,07/07/17,1B,S,I,8,1718,88,2.346,25-Aug,
1c,07/07/17,1B,S,I,8,1719,7,2.75,25-Aug,
1c,07/07/17,1B,S,I,8,1720,2,2.235,25-Aug,
1c,07/07/17,1B,S,I,8,1721,0,2.7,25-Aug,
1c,07/07/17,1B,S,I,8,1722,16,2.597,25-Aug,
1c,07/07/17,1B,S,I,8,1723,0,2.045,25-Aug,
1c,07/07/17,1B,S,I,8,1724,7,2.461,25-Aug,
1c,07/07/17,1B,S,I,8,1725,3,2.7,25-Aug,
1c,07/07/17,1B,S,I,8,1726,8,2.533,25-Aug,
1c,07/07/17,1B,S,I,8,1727,20,2.649,25-Aug,
1c,07/07/17,1B,S,I,8,1728,0,2.967,25-Aug,
14c,07/07/17,1B,W,I,8,1729,99,2.731,25-Aug,
14c,07/07/17,1B,W,I,8,1730,88,2.027,25-Aug,
14c,07/07/17,1B,W,I,8,1731,120,2.11,25-Aug,
14c,07/07/17,1B,W,I,8,1732,73,2.271,25-Aug,
14c,07/07/17,1B,W,I,8,1733,43,2.254,25-Aug,
14c,07/07/17,1B,W,I,8,1734,0,2.257,25-Aug,
14c,07/07/17,1B,W,I,8,1735,90,2.133,25-Aug,
14c,07/07/17,1B,W,I,8,1736,0,2.234,25-Aug,
14c,07/07/17,1B,W,I,8,1737,0,2.241,25-Aug,
14c,07/07/17,1B,W,I,8,1738,0,2.228,25-Aug,
18c,07/07/17,1B,W,I,8,1739,137,2.138,25-Aug,
18c,07/07/17,1B,W,I,8,1740,66,2.694,25-Aug,
18c,07/07/17,1B,W,I,8,1741,54,2.431,25-Aug,
18c,07/07/17,1B,W,I,8,1742,71,2.556,25-Aug,
18c,07/07/17,1B,W,I,8,1743,10,2.498,25-Aug,
18c,07/07/17,1B,W,I,8,1744,1,2.232,25-Aug,
18c,07/07/17,1B,W,I,8,1745,60,2.335,25-Aug,
18c,07/07/17,1B,W,I,8,1746,80,2.709,25-Aug,
18c,07/07/17,1B,W,I,8,1747,61,2.279,25-Aug,
18c,07/07/17,1B,W,I,8,1748,48,2.862,25-Aug,
9c,07/07/17,1B,W,I,8,1749,22,2.39,25-Aug,
9c,07/07/17,1B,W,I,8,1750,19,2.721,25-Aug,
9c,07/07/17,1B,W,I,8,1751,21,2.134,25-Aug,
9c,07/07/17,1B,W,I,8,1752,74,2.399,25-Aug,
9c,07/07/17,1B,W,I,8,1753,25,2.747,25-Aug,
9c,07/07/17,1B,W,I,8,1754,64,2.259,25-Aug,
9c,07/07/17,1B,W,I,8,1755,109,3.023,25-Aug,
9c,07/07/17,1B,W,I,8,1756,9,2.555,25-Aug,
9c,07/07/17,1B,W,I,8,1757,40,2.473,25-Aug,
9c,07/07/17,1B,W,I,8,1758,13,2.419,25-Aug,
42c,07/18/17,2A,S,I,7,1804,44,2.481,29-Aug,
42c,07/18/17,2A,S,I,7,1805,0,2.06,29-Aug,
42c,07/18/17,2A,S,I,7,1806,0,2.914,29-Aug,
42c,07/18/17,2A,S,I,7,1807,0,2.538,29-Aug,
42c,07/18/17,2A,S,I,7,1808,9,2.594,29-Aug,
42c,07/18/17,2A,S,I,7,1809,114,2.599,29-Aug,
42c,07/18/17,2A,S,I,7,1810,20,3.068,29-Aug,
42c,07/18/17,2A,S,I,7,1811,56,2.496,29-Aug,
42c,07/18/17,2A,S,I,7,1812,16,2.491,29-Aug,
28c,07/18/17,2A,W,I,7,1813,199,2.764,29-Aug,
28c,07/18/17,2A,W,I,7,1814,19,2.425,29-Aug,
28c,07/18/17,2A,W,I,7,1815,24,2.345,29-Aug,
28c,07/18/17,2A,W,I,7,1816,48,2.628,29-Aug,
28c,07/18/17,2A,W,I,7,1817,7,3.183,29-Aug,CALLOW
28c,07/18/17,2A,W,I,7,1818,36,2.613,29-Aug,
28c,07/18/17,2A,W,I,7,1819,41,2.37,29-Aug,
28c,07/18/17,2A,W,I,7,1820,15,2.533,29-Aug,
28c,07/18/17,2A,W,I,7,1821,9,2.618,29-Aug,
32c,07/18/17,2A,S,I,7,1822,0,2.369,29-Aug,
32c,07/18/17,2A,S,I,7,1823,0,2.649,29-Aug,
32c,07/18/17,2A,S,I,7,1824,36,2.474,29-Aug,
32c,07/18/17,2A,S,I,7,1825,2,2.623,29-Aug,
32c,07/18/17,2A,S,I,7,1826,18,2.69,29-Aug,
32c,07/18/17,2A,S,I,7,1827,0,2.252,29-Aug,
32c,07/18/17,2A,S,I,7,1828,14,2.265,29-Aug,
32c,07/18/17,2A,S,I,7,1829,7,2.5,29-Aug,
32c,07/18/17,2A,S,I,7,1830,9,2.7,29-Aug,
32c,07/18/17,2A,S,I,7,1831,0,2.694,29-Aug,
30c,07/18/17,2A,S,I,7,1832,28,2.433,29-Aug,
30c,07/18/17,2A,S,I,7,1833,9,2.546,29-Aug,
30c,07/18/17,2A,S,I,7,1834,15,2.044,29-Aug,
30c,07/18/17,2A,S,I,7,1835,46,2.351,29-Aug,
30c,07/18/17,2A,S,I,7,1836,29,2.423,29-Aug,
30c,07/18/17,2A,S,I,7,1837,60,2.269,29-Aug,
30c,07/18/17,2A,S,I,7,1838,17,2.255,29-Aug,
43c,07/18/17,2A,W,I,7,1839,94,2.455,29-Aug,
43c,07/18/17,2A,W,I,7,1840,58,2.318,29-Aug,
43c,07/18/17,2A,W,I,7,1841,105,2.098,29-Aug,
43c,07/18/17,2A,W,I,7,1842,44,2.439,29-Aug,
43c,07/18/17,2A,W,I,7,1843,102,2.661,29-Aug,
43c,07/18/17,2A,W,I,7,1844,8,2.714,29-Aug,
43c,07/18/17,2A,W,I,7,1845,2,2.407,29-Aug,
43c,07/18/17,2A,W,I,7,1846,99,2.53,29-Aug,
43c,07/18/17,2A,W,I,7,1847,6,2.308,29-Aug,
43c,07/18/17,2A,W,I,7,1848,30,2.446,29-Aug,
29c,07/19/17,2B,W,I,7,1893,1,2.297,30-Aug,
29c,07/19/17,2B,W,I,7,1894,2,2.458,30-Aug,
29c,07/19/17,2B,W,I,7,1895,2,2.302,30-Aug,
29c,07/19/17,2B,W,I,7,1896,55,2.041,30-Aug,
29c,07/19/17,2B,W,I,7,1897,0,2.413,30-Aug,CALLOW
29c,07/19/17,2B,W,I,7,1898,54,2.592,30-Aug,
29c,07/19/17,2B,W,I,7,1899,48,2.522,30-Aug,
29c,07/19/17,2B,W,I,7,1900,54,2.787,30-Aug,
29c,07/19/17,2B,W,I,7,1901,8,2.485,30-Aug,
29c,07/19/17,2B,W,I,7,1902,18,2.345,30-Aug,
33c,07/19/17,2B,W,I,7,1903,21,2.747,30-Aug,
33c,07/19/17,2B,W,I,7,1904,0,2.956,30-Aug,CALLOW
33c,07/19/17,2B,W,I,7,1905,86,2.79,30-Aug,
33c,07/19/17,2B,W,I,7,1906,143,2.627,30-Aug,
33c,07/19/17,2B,W,I,7,1907,70,2.709,30-Aug,
33c,07/19/17,2B,W,I,7,1908,1,2.919,30-Aug,CALLOW
33c,07/19/17,2B,W,I,7,1909,1,2.714,30-Aug,
33c,07/19/17,2B,W,I,7,1910,13,2.659,30-Aug,
33c,07/19/17,2B,W,I,7,1911,34,2.472,30-Aug,
33c,07/19/17,2B,W,I,7,1912,7,2.425,30-Aug,
40c,07/19/17,2B,W,I,7,1913,40,2.806,30-Aug,
40c,07/19/17,2B,W,I,7,1914,306,2.828,30-Aug,
40c,07/19/17,2B,W,I,7,1915,20,2.372,30-Aug,
40c,07/19/17,2B,W,I,7,1916,103,2.513,30-Aug,
40c,07/19/17,2B,W,I,7,1917,317,2.928,30-Aug,
40c,07/19/17,2B,W,I,7,1918,178,2.546,30-Aug,
45c,07/19/17,2B,S,I,7,1919,4,2.418,30-Aug,
45c,07/19/17,2B,S,I,7,1920,6,2.372,30-Aug,
45c,07/19/17,2B,S,I,7,1921,1,2.194,30-Aug,
45c,07/19/17,2B,S,I,7,1922,9,2.553,30-Aug,
45c,07/19/17,2B,S,I,7,1923,57,2.074,30-Aug,
45c,07/19/17,2B,S,I,7,1924,26,2.092,30-Aug,
45c,07/19/17,2B,S,I,7,1925,10,2.518,30-Aug,
45c,07/19/17,2B,S,I,7,1926,1,2.643,30-Aug,
45c,07/19/17,2B,S,I,7,1927,5,2.524,30-Aug,
45c,07/19/17,2B,S,I,7,1928,1,2.393,30-Aug,
47c,07/19/17,2B,W,I,7,1929,41,1.898,30-Aug,
47c,07/19/17,2B,W,I,7,1930,121,1.937,30-Aug,
47c,07/19/17,2B,W,I,7,1931,16,2.622,30-Aug,
47c,07/19/17,2B,W,I,7,1932,74,2.626,30-Aug,
47c,07/19/17,2B,W,I,7,1933,44,2.949,30-Aug,
47c,07/19/17,2B,W,I,7,1934,6,2.976,30-Aug,
47c,07/19/17,2B,W,I,7,1935,87,2.589,30-Aug,
47c,07/19/17,2B,W,I,7,1936,67,2.312,30-Aug,
47c,07/19/17,2B,W,I,7,1937,2,2.552,30-Aug,
47c,07/19/17,2B,W,I,7,1938,115,2.727,30-Aug,
8c,07/06/17,1A,S,I,9,1989,21,2.022,31-Aug,
8c,07/06/17,1A,S,I,9,1990,0,2.574,31-Aug,
8c,07/06/17,1A,S,I,9,1991,29,2.292,31-Aug,
8c,07/06/17,1A,S,I,9,1992,52,2.328,31-Aug,
8c,07/06/17,1A,S,I,9,1993,0,2.639,31-Aug,
8c,07/06/17,1A,S,I,9,1994,1,2.458,31-Aug,
8c,07/06/17,1A,S,I,9,1995,0,2.764,31-Aug,
8c,07/06/17,1A,S,I,9,1996,1,2.317,31-Aug,
8c,07/06/17,1A,S,I,9,1997,1,2.352,31-Aug,CALLOW
8c,07/06/17,1A,S,I,9,1998,1,2.323,31-Aug,
16c,07/06/17,1A,W,I,9,1999,1,2.08,31-Aug,
16c,07/06/17,1A,W,I,9,2000,0,2.732,31-Aug,CALLOW
16c,07/06/17,1A,W,I,9,2001,28,2.861,31-Aug,
16c,07/06/17,1A,W,I,9,2002,1,2.713,31-Aug,CALLOW
16c,07/06/17,1A,W,I,9,2003,4,2.756,31-Aug,CALLOW
16c,07/06/17,1A,W,I,9,2004,0,2.264,31-Aug,CALLOW
16c,07/06/17,1A,W,I,9,2005,104,2.498,31-Aug,
16c,07/06/17,1A,W,I,9,2006,1,2.483,31-Aug,
16c,07/06/17,1A,W,I,9,2007,60,2.641,31-Aug,
21c,07/06/17,1A,W,I,9,2008,10,2.463,31-Aug,
21c,07/06/17,1A,W,I,9,2009,0,2.488,31-Aug,
21c,07/06/17,1A,W,I,9,2010,19,2.352,31-Aug,
21c,07/06/17,1A,W,I,9,2011,1,2.51,31-Aug,
21c,07/06/17,1A,W,I,9,2012,2,2.636,31-Aug,
21c,07/06/17,1A,W,I,9,2013,1,2.647,31-Aug,
21c,07/06/17,1A,W,I,9,2014,0,2.443,31-Aug,
21c,07/06/17,1A,W,I,9,2015,45,2.717,31-Aug,
21c,07/06/17,1A,W,I,9,2016,62,2.352,31-Aug,
21c,07/06/17,1A,W,I,9,2017,24,2.438,31-Aug,
25c,07/06/17,1A,S,I,9,2018,38,2.647,31-Aug,
25c,07/06/17,1A,S,I,9,2019,0,2.643,31-Aug,
25c,07/06/17,1A,S,I,9,2020,1,2.406,31-Aug,
25c,07/06/17,1A,S,I,9,2021,0,3.037,31-Aug,
25c,07/06/17,1A,S,I,9,2022,0,2.975,31-Aug,
25c,07/06/17,1A,S,I,9,2023,0,2.276,31-Aug,
25c,07/06/17,1A,S,I,9,2024,0,2.649,31-Aug,
25c,07/06/17,1A,S,I,9,2025,0,2.603,31-Aug,
2c,07/06/17,1A,S,I,9,2026,95,2.63,31-Aug,
2c,07/06/17,1A,S,I,9,2027,17,2.727,31-Aug,
2c,07/06/17,1A,S,I,9,2028,64,2.834,31-Aug,
6c,07/07/17,1B,S,I,9,2079,224,2.667,01-Sep,
6c,07/07/17,1B,S,I,9,2080,130,2.56,01-Sep,
6c,07/07/17,1B,S,I,9,2081,54,2.694,01-Sep,
18c,07/07/17,1B,W,I,9,2082,16,2.587,01-Sep,
18c,07/07/17,1B,W,I,9,2083,1,2.457,01-Sep,
18c,07/07/17,1B,W,I,9,2084,2,2.396,01-Sep,
18c,07/07/17,1B,W,I,9,2085,17,2.518,01-Sep,
18c,07/07/17,1B,W,I,9,2086,1,2.624,01-Sep,
18c,07/07/17,1B,W,I,9,2087,11,2.591,01-Sep,
18c,07/07/17,1B,W,I,9,2088,18,2.431,01-Sep,
18c,07/07/17,1B,W,I,9,2089,41,2.734,01-Sep,
18c,07/07/17,1B,W,I,9,2090,46,2.591,01-Sep,
18c,07/07/17,1B,W,I,9,2091,27,2.932,01-Sep,
1c,07/07/17,1B,S,I,9,2092,28,2.465,01-Sep,
1c,07/07/17,1B,S,I,9,2093,1,2.681,01-Sep,
1c,07/07/17,1B,S,I,9,2094,1,2.484,01-Sep,
1c,07/07/17,1B,S,I,9,2095,7,2.716,01-Sep,
1c,07/07/17,1B,S,I,9,2096,38,2.561,01-Sep,
1c,07/07/17,1B,S,I,9,2097,1,2.688,01-Sep,
1c,07/07/17,1B,S,I,9,2098,1,2.67,01-Sep,
1c,07/07/17,1B,S,I,9,2099,3,2.44,01-Sep,
1c,07/07/17,1B,S,I,9,2100,1,2.576,01-Sep,
1c,07/07/17,1B,S,I,9,2101,33,2.77,01-Sep,
14c,07/07/17,1B,W,I,9,2102,64,2.085,01-Sep,
14c,07/07/17,1B,W,I,9,2103,127,2.836,01-Sep,
14c,07/07/17,1B,W,I,9,2104,68,2.173,01-Sep,
14c,07/07/17,1B,W,I,9,2105,28,2.554,01-Sep,
14c,07/07/17,1B,W,I,9,2106,46,2.598,01-Sep,
14c,07/07/17,1B,W,I,9,2107,11,2.631,01-Sep,
14c,07/07/17,1B,W,I,9,2108,29,2.075,01-Sep,
14c,07/07/17,1B,W,I,9,2109,81,2.508,01-Sep,
14c,07/07/17,1B,W,I,9,2110,178,2.856,01-Sep,
14c,07/07/17,1B,W,I,9,2111,168,2.473,01-Sep,
9c,07/07/17,1B,W,I,9,2112,137,2.848,01-Sep,
